match_id,team_iso3,player_name,appearance_role,shirt_number,position_label,lineup_slot,minute_in,minute_out,minutes_played,is_captain,is_goalkeeper,data_source_name,data_quality_score
M024,AUS,Aziz Behich,starter,16,LM,3,0,,,false,false,ESPN public summary API,82
M024,AUS,Connor Metcalfe,starter,8,CF-L,11,0,,,false,false,ESPN public summary API,82
M024,AUS,Cristian Volpato,starter,20,CF-R,10,0,58,,false,false,ESPN public summary API,82
M024,AUS,Harry Souttar,starter,19,CD,5,0,,,false,false,ESPN public summary API,82
M024,AUS,Jackson Irvine,starter,22,CM-L,8,0,84,,false,false,ESPN public summary API,82
M024,AUS,Jordan Bos,starter,5,RM,2,0,,,false,false,ESPN public summary API,82
M024,AUS,Lucas Herrington,starter,25,CD-L,4,0,,,false,false,ESPN public summary API,82
M024,AUS,Nestory Irankunda,starter,17,F,9,0,84,,false,false,ESPN public summary API,82
M024,AUS,Patrick Beach,starter,18,G,1,0,,,false,false,ESPN public summary API,82
M024,AUS,Ajdin Hrustic,bench,10,SUB,0,58,,,false,false,ESPN public summary API,82
M024,AUS,Awer Mabil,unused,11,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Cameron Burgess,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Cameron Devlin,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Jason Geria,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Kai Trewin,unused,15,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Mathew Ryan,unused,1,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Milos Degenek,unused,2,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Mohamed Toure,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Nishan Velupillay,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Paul Izzo,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M024,AUS,Paul Okon-Engstler,bench,24,SUB,0,84,,,false,false,ESPN public summary API,82
M024,AUS,Tete Yengi,bench,26,SUB,0,84,,,false,false,ESPN public summary API,82
M024,PRY,Alexandro Maidana,starter,26,LB,3,0,45,,false,false,ESPN public summary API,82
M024,PRY,Andrés Cubas,starter,14,CM,8,0,,,false,false,ESPN public summary API,82
M024,PRY,Diego Gómez,starter,8,CM-R,7,0,90,,false,false,ESPN public summary API,82
M024,PRY,Gabriel Ávalos,starter,21,CF-R,10,0,67,,false,false,ESPN public summary API,82
M024,PRY,Gustavo Gómez,starter,15,CD,5,0,,,false,false,ESPN public summary API,82
M024,PRY,Gustavo Velázquez,starter,2,CD-R,6,0,,,false,false,ESPN public summary API,82
M024,PRY,Juan Jose Cáceres,starter,4,RB,2,0,,,false,false,ESPN public summary API,82
M024,PRY,Julio Enciso,starter,19,CF-L,9,0,,,false,false,ESPN public summary API,82
M024,PRY,Matías Galarza,starter,23,CM-L,11,0,90,,false,false,ESPN public summary API,82
M024,PRY,Omar Alderete,starter,3,CD-L,4,0,84,,false,false,ESPN public summary API,82
M024,PRY,Orlando Gill,starter,12,G,1,0,,,false,false,ESPN public summary API,82
M024,PRY,Alejandro Romero Gamarra,unused,17,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Alex Arce,bench,18,SUB,0,67,,,false,false,ESPN public summary API,82
M024,PRY,Antonio Sanabria,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Braian Ojeda,unused,20,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Damián Bobadilla,bench,16,SUB,0,90,,,false,false,ESPN public summary API,82
M024,PRY,Fabián Balbuena,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Gastón Olveira,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Gatito Fernández,unused,1,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Gustavo Caballero,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,Isidro Pitta,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M024,PRY,José Canale,bench,13,SUB,0,84,,,false,false,ESPN public summary API,82
M024,PRY,Júnior Alonso,bench,6,SUB,0,90,,,false,false,ESPN public summary API,82
M024,PRY,Maurício,bench,11,SUB,0,45,,,false,false,ESPN public summary API,82
M024,PRY,Ramón Sosa,unused,7,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Bazoumana Touré,starter,24,LM,11,0,56,,false,false,ESPN public summary API,82
M026,CIV,Elye Wahi,starter,12,CF-L,9,0,56,,false,false,ESPN public summary API,82
M026,CIV,Emmanuel Agbadou,starter,20,CD-L,6,0,,,false,false,ESPN public summary API,82
M026,CIV,Franck Kessié,starter,8,CM-R,4,0,,,false,false,ESPN public summary API,82
M026,CIV,Ghislain Konan,starter,3,LB,3,0,,,false,false,ESPN public summary API,82
M026,CIV,Guela Doué,starter,17,RB,2,0,89,,false,false,ESPN public summary API,82
M026,CIV,Nicolas Pépé,starter,19,CF-R,10,0,77,,false,false,ESPN public summary API,82
M026,CIV,Seko Fofana,starter,6,CM-L,8,0,77,,false,false,ESPN public summary API,82
M026,CIV,Wilfried Singo,starter,5,CD-R,5,0,,,false,false,ESPN public summary API,82
M026,CIV,Yahia Fofana,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M026,CIV,Yan Diomande,starter,11,RM,7,0,,,false,false,ESPN public summary API,82
M026,CIV,Alban Lafont,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Amad Diallo,bench,15,SUB,0,56,,,false,false,ESPN public summary API,82
M026,CIV,Ange-Yoan Bonny,bench,9,SUB,0,56,,,false,false,ESPN public summary API,82
M026,CIV,Christ Inao Oulaï,bench,26,SUB,0,77,,,false,false,ESPN public summary API,82
M026,CIV,Christopher Operi,unused,13,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Evan Ndicka,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Evann Guessand,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Ibrahim Sangaré,bench,18,SUB,0,77,,,false,false,ESPN public summary API,82
M026,CIV,Jean Michaël Seri,unused,4,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Mohamed Koné,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Odilon Kossounou,bench,7,SUB,0,89,,,false,false,ESPN public summary API,82
M026,CIV,Oumar Diakité,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Ousmane Diomande,unused,2,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Parfait Guiagon,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M026,CIV,Simon Adingra,unused,10,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Alan Franco,starter,21,RB,2,0,62,,false,false,ESPN public summary API,82
M026,ECU,Alan Minda,starter,14,LM,11,0,56,,false,false,ESPN public summary API,82
M026,ECU,Enner Valencia,starter,13,CF-L,9,0,77,,false,false,ESPN public summary API,82
M026,ECU,Gonzalo Plata,starter,19,CF-R,10,0,,,false,false,ESPN public summary API,82
M026,ECU,Hernán Galíndez,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M026,ECU,Joel Ordóñez,starter,4,CD-R,5,0,,,false,false,ESPN public summary API,82
M026,ECU,John Yeboah,starter,9,RM,7,0,62,,false,false,ESPN public summary API,82
M026,ECU,Moisés Caicedo,starter,23,CM-R,4,0,,,false,false,ESPN public summary API,82
M026,ECU,Pedro Vite,starter,15,CM-L,8,0,,,false,false,ESPN public summary API,82
M026,ECU,Piero Hincapié,starter,3,LB,3,0,,,false,false,ESPN public summary API,82
M026,ECU,Willian Pacho,starter,6,CD-L,6,0,,,false,false,ESPN public summary API,82
M026,ECU,Anthony Valencia,unused,8,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Denil Castillo,unused,18,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Félix Torres,unused,2,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Gonzalo Valle,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Jackson Porozo,bench,25,SUB,0,62,,,false,false,ESPN public summary API,82
M026,ECU,Jeremy Arévalo,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Jordy Alcívar,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Jordy Caicedo,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Kendry Páez,unused,10,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Kevin Rodríguez,bench,11,SUB,0,77,,,false,false,ESPN public summary API,82
M026,ECU,Moisés Ramírez,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Nilson Angulo,bench,20,SUB,0,56,,,false,false,ESPN public summary API,82
M026,ECU,Pervis Estupiñán,unused,7,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Yaimar Medina,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M026,ECU,Ángelo Preciado,bench,17,SUB,0,62,,,false,false,ESPN public summary API,82
M032,SWE,Alexander Bernhardsson,starter,21,RM,2,0,90,,false,false,ESPN public summary API,82
M032,SWE,Alexander Isak,starter,9,CF-L,10,0,90,,false,false,ESPN public summary API,82
M032,SWE,Benjamin Nygren,starter,10,CM-R,7,0,65,,false,false,ESPN public summary API,82
M032,SWE,Gabriel Gudmundsson,starter,5,LM,3,0,65,,false,false,ESPN public summary API,82
M032,SWE,Gustaf Lagerbielke,starter,2,CD-R,5,0,,,false,false,ESPN public summary API,82
M032,SWE,Isak Hien,starter,4,CD,4,0,,,false,false,ESPN public summary API,82
M032,SWE,Jesper Karlström,starter,16,SW,8,0,84,,false,false,ESPN public summary API,82
M032,SWE,Kristoffer Nordfeldt,starter,23,G,1,0,,,false,false,ESPN public summary API,82
M032,SWE,Victor Lindelöf,starter,3,CD-L,6,0,,,false,false,ESPN public summary API,82
M032,SWE,Viktor Gyökeres,starter,17,CF-R,9,0,,,false,false,ESPN public summary API,82
M032,SWE,Yasin Ayari,starter,18,CM-L,11,0,,,false,false,ESPN public summary API,82
M032,SWE,Anthony Elanga,bench,11,,0,90,,,false,false,ESPN public summary API,82
M032,SWE,Besfort Zeneli,unused,22,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Carl Starfelt,unused,15,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Daniel Svensson,bench,8,,0,90,,,false,false,ESPN public summary API,82
M032,SWE,Elliot Stroud,bench,24,,0,65,,,false,false,ESPN public summary API,82
M032,SWE,Eric Smith,unused,20,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Gustaf Nilsson,unused,25,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Herman Johansson,unused,6,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Hjalmar Ekdal,unused,14,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Jacob Widell Zetterström,unused,1,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Ken Sema,unused,13,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Lucas Bergvall,bench,7,,0,65,,,false,false,ESPN public summary API,82
M032,SWE,Mattias Svanberg,bench,19,,0,84,,,false,false,ESPN public summary API,82
M032,SWE,Taha Ali,unused,26,,0,,,,false,false,ESPN public summary API,82
M032,SWE,Viktor Johansson,unused,12,,0,,,,false,false,ESPN public summary API,82
M032,TUN,Ali Abdi,starter,2,LB,3,0,,,false,false,ESPN public summary API,82
M032,TUN,Anis Slimane,starter,25,CF-L,9,0,84,,false,false,ESPN public summary API,82
M032,TUN,Elias Saad,starter,8,CF-R,10,0,72,,false,false,ESPN public summary API,82
M032,TUN,Ellyes Skhiri,starter,17,CM,8,0,72,,false,false,ESPN public summary API,82
M032,TUN,Hannibal Mejbri,starter,10,CM-L,11,0,,,false,false,ESPN public summary API,82
M032,TUN,Mohamed Amine Ben Hamida,starter,21,CD-L,4,0,,,false,false,ESPN public summary API,82
M032,TUN,Montassar Talbi,starter,3,CD,5,0,,,false,false,ESPN public summary API,82
M032,TUN,Mouhib Chamakh,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M032,TUN,Omar Rekik,starter,4,CD-R,6,0,,,false,false,ESPN public summary API,82
M032,TUN,Rani Khedira,starter,13,CM-R,7,0,83,,false,false,ESPN public summary API,82
M032,TUN,Yan Valery,starter,20,RB,2,0,72,,false,false,ESPN public summary API,82
M032,TUN,Adem Arous,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Aymen Dahmen,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Dylan Bronn,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Elias Achouri,bench,7,SUB,0,72,,,false,false,ESPN public summary API,82
M032,TUN,Firas Chaouat,bench,19,SUB,0,84,,,false,false,ESPN public summary API,82
M032,TUN,Hazem Mastouri,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Ismaël Gharbi,bench,11,SUB,0,83,,,false,false,ESPN public summary API,82
M032,TUN,Khalil Ayari,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Mohamed Hadj Mahmoud,bench,15,SUB,0,72,,,false,false,ESPN public summary API,82
M032,TUN,Mortadha Ben Ouanes,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Moutaz Neffati,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Raed Chikhaoui,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Rayan Elloumi,unused,18,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Sabri Ben Hessen,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M032,TUN,Sebastian Tounekti,bench,26,SUB,0,72,,,false,false,ESPN public summary API,82
M034,JPN,Ao Tanaka,starter,7,CM-L,8,0,,,false,false,ESPN public summary API,82
M034,JPN,Ayase Ueda,starter,18,F,9,0,84,,false,false,ESPN public summary API,82
M034,JPN,Daichi Kamada,starter,15,CF-L,11,0,73,,false,false,ESPN public summary API,82
M034,JPN,Hiroki Ito,starter,21,CD-L,4,0,,,false,false,ESPN public summary API,82
M034,JPN,Junya Ito,starter,14,CF-R,10,0,,,false,false,ESPN public summary API,82
M034,JPN,Kaishu Sano,starter,24,CM-R,7,0,,,false,false,ESPN public summary API,82
M034,JPN,Keito Nakamura,starter,13,LM,3,0,79,,false,false,ESPN public summary API,82
M034,JPN,Kou Itakura,starter,4,CD,5,0,,,false,false,ESPN public summary API,82
M034,JPN,Ritsu Doan,starter,10,RM,2,0,74,,false,false,ESPN public summary API,82
M034,JPN,Takehiro Tomiyasu,starter,22,CD-R,6,0,79,,false,false,ESPN public summary API,82
M034,JPN,Zion Suzuki,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M034,JPN,Ayumu Seko,bench,20,SUB,0,79,,,false,false,ESPN public summary API,82
M034,JPN,Daizen Maeda,unused,11,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Junnosuke Suzuki,bench,25,SUB,0,73,,,false,false,ESPN public summary API,82
M034,JPN,Keisuke Goto,bench,9,SUB,0,84,,,false,false,ESPN public summary API,82
M034,JPN,Keisuke Osako,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Kento Shiogai,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Koki Ogawa,unused,19,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Shogo Taniguchi,unused,3,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Tomoki Hayakawa,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Tsuyoshi Watanabe,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M034,JPN,Yuito Suzuki,bench,17,SUB,0,79,,,false,false,ESPN public summary API,82
M034,JPN,Yukinari Sugawara,bench,2,SUB,0,74,,,false,false,ESPN public summary API,82
M034,JPN,Yuto Nagatomo,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Ali Abdi,starter,2,LM,3,0,90,,false,false,ESPN public summary API,82
M034,TUN,Anis Slimane,starter,25,CM-R,7,0,,,false,false,ESPN public summary API,82
M034,TUN,Aymen Dahmen,starter,16,G,1,0,,,false,false,ESPN public summary API,82
M034,TUN,Dylan Bronn,starter,6,CD-R,6,0,45,,false,false,ESPN public summary API,82
M034,TUN,Elias Saad,starter,8,CF-R,10,0,45,,false,false,ESPN public summary API,82
M034,TUN,Ellyes Skhiri,starter,17,CM-L,8,0,90,,false,false,ESPN public summary API,82
M034,TUN,Hannibal Mejbri,starter,10,CF-L,11,0,,,false,false,ESPN public summary API,82
M034,TUN,Montassar Talbi,starter,3,CD,5,0,,,false,false,ESPN public summary API,82
M034,TUN,Omar Rekik,starter,4,CD-L,4,0,,,false,false,ESPN public summary API,82
M034,TUN,Sebastian Tounekti,starter,26,F,9,0,64,,false,false,ESPN public summary API,82
M034,TUN,Yan Valery,starter,20,RM,2,0,,,false,false,ESPN public summary API,82
M034,TUN,Adem Arous,unused,5,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Elias Achouri,bench,7,SUB,0,90,,,false,false,ESPN public summary API,82
M034,TUN,Firas Chaouat,bench,19,SUB,0,64,,,false,false,ESPN public summary API,82
M034,TUN,Hazem Mastouri,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Ismaël Gharbi,bench,11,SUB,0,45,,,false,false,ESPN public summary API,82
M034,TUN,Khalil Ayari,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Mohamed Amine Ben Hamida,bench,21,SUB,0,45,,,false,false,ESPN public summary API,82
M034,TUN,Mohamed Hadj Mahmoud,unused,15,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Mortadha Ben Ouanes,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Mouhib Chamakh,unused,1,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Moutaz Neffati,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Raed Chikhaoui,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Rani Khedira,bench,13,SUB,0,90,,,false,false,ESPN public summary API,82
M034,TUN,Rayan Elloumi,unused,18,SUB,0,,,,false,false,ESPN public summary API,82
M034,TUN,Sabri Ben Hessen,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Ao Tanaka,starter,7,CM-R,7,0,,,false,false,ESPN public summary API,82
M035,JPN,Ayase Ueda,starter,18,F,9,0,66,,false,false,ESPN public summary API,82
M035,JPN,Ayumu Seko,starter,20,CD-R,6,0,75,,false,false,ESPN public summary API,82
M035,JPN,Daichi Kamada,starter,15,CM-L,8,0,,,false,false,ESPN public summary API,82
M035,JPN,Daizen Maeda,starter,11,CF-L,11,0,,,false,false,ESPN public summary API,82
M035,JPN,Hiroki Ito,starter,21,CD-L,4,0,,,false,false,ESPN public summary API,82
M035,JPN,Keito Nakamura,starter,13,LM,3,0,75,,false,false,ESPN public summary API,82
M035,JPN,Kou Itakura,starter,4,CD,5,0,39,,false,false,ESPN public summary API,82
M035,JPN,Ritsu Doan,starter,10,CF-R,10,0,67,,false,false,ESPN public summary API,82
M035,JPN,Yukinari Sugawara,starter,2,RM,2,0,,,false,false,ESPN public summary API,82
M035,JPN,Zion Suzuki,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M035,JPN,Junnosuke Suzuki,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Junya Ito,bench,14,SUB,0,67,,,false,false,ESPN public summary API,82
M035,JPN,Kaishu Sano,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Keisuke Goto,unused,9,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Keisuke Osako,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Kento Shiogai,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Koki Ogawa,bench,19,SUB,0,66,,,false,false,ESPN public summary API,82
M035,JPN,Shogo Taniguchi,bench,3,SUB,0,39,,,false,false,ESPN public summary API,82
M035,JPN,Shuto Machino,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Takehiro Tomiyasu,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Tomoki Hayakawa,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Tsuyoshi Watanabe,bench,16,SUB,0,75,,,false,false,ESPN public summary API,82
M035,JPN,Yuito Suzuki,unused,17,SUB,0,,,,false,false,ESPN public summary API,82
M035,JPN,Yuto Nagatomo,bench,5,SUB,0,75,,,false,false,ESPN public summary API,82
M035,SWE,Alexander Bernhardsson,starter,21,RM,2,0,75,,false,false,ESPN public summary API,82
M035,SWE,Alexander Isak,starter,9,CF-L,11,0,,,false,false,ESPN public summary API,82
M035,SWE,Anthony Elanga,starter,11,CF-R,10,0,,,false,false,ESPN public summary API,82
M035,SWE,Elliot Stroud,starter,24,LM,3,0,75,,false,false,ESPN public summary API,82
M035,SWE,Gabriel Gudmundsson,starter,5,CD-L,4,0,88,,false,false,ESPN public summary API,82
M035,SWE,Gustaf Lagerbielke,starter,2,CD-R,6,0,,,false,false,ESPN public summary API,82
M035,SWE,Isak Hien,starter,4,CD,5,0,37,,false,false,ESPN public summary API,82
M035,SWE,Jacob Widell Zetterström,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M035,SWE,Victor Lindelöf,starter,3,CM-R,7,0,87,,false,false,ESPN public summary API,82
M035,SWE,Viktor Gyökeres,starter,17,F,9,0,,,false,false,ESPN public summary API,82
M035,SWE,Yasin Ayari,starter,18,CM-L,8,0,,,false,false,ESPN public summary API,82
M035,SWE,Benjamin Nygren,bench,10,SUB,0,88,,,false,false,ESPN public summary API,82
M035,SWE,Besfort Zeneli,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Carl Starfelt,bench,15,SUB,0,87,,,false,false,ESPN public summary API,82
M035,SWE,Daniel Svensson,bench,8,SUB,0,75,,,false,false,ESPN public summary API,82
M035,SWE,Eric Smith,unused,20,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Gustaf Nilsson,unused,25,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Herman Johansson,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Hjalmar Ekdal,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Jesper Karlström,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Ken Sema,bench,13,SUB,0,75,,,false,false,ESPN public summary API,82
M035,SWE,Kristoffer Nordfeldt,unused,23,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Lucas Bergvall,bench,7,SUB,0,37,,,false,false,ESPN public summary API,82
M035,SWE,Mattias Svanberg,unused,19,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Taha Ali,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M035,SWE,Viktor Johansson,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Amadou Onana,starter,24,RM,8,0,56,,false,false,ESPN public summary API,82
M037,BEL,Brandon Mechele,starter,4,CD-L,6,0,,,false,false,ESPN public summary API,82
M037,BEL,Charles De Ketelaere,starter,17,F,9,0,66,,false,false,ESPN public summary API,82
M037,BEL,Jérémy Doku,starter,11,AM-L,11,0,86,,false,false,ESPN public summary API,82
M037,BEL,Kevin De Bruyne,starter,7,AM,10,0,86,,false,false,ESPN public summary API,82
M037,BEL,Leandro Trossard,starter,10,AM-R,7,0,,,false,false,ESPN public summary API,82
M037,BEL,Nathan Ngoy,starter,25,CD-R,5,0,,,false,false,ESPN public summary API,82
M037,BEL,Thibaut Courtois,starter,1,G,1,0,,,false,false,ESPN public summary API,82
M037,BEL,Thomas Meunier,starter,15,RB,2,0,,,false,false,ESPN public summary API,82
M037,BEL,Timothy Castagne,starter,21,LB,3,0,56,,false,false,ESPN public summary API,82
M037,BEL,Youri Tielemans,starter,8,LM,4,0,,,false,false,ESPN public summary API,82
M037,BEL,Alexis Saelemaekers,unused,22,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Arthur Theate,unused,3,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Axel Witsel,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Diego Moreira,unused,19,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Dodi Lukébakio,unused,14,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Hans Vanaken,bench,20,SUB,0,86,,,false,false,ESPN public summary API,82
M037,BEL,Joaquin Seys,unused,18,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Koni De Winter,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Matias Fernandez-Pardo,bench,26,SUB,0,86,,,false,false,ESPN public summary API,82
M037,BEL,Maxim De Cuyper,bench,5,SUB,0,56,,,false,false,ESPN public summary API,82
M037,BEL,Mike Penders,unused,13,SUB,0,,,,false,false,ESPN public summary API,82
M037,BEL,Nicolas Raskin,bench,23,SUB,0,56,,,false,false,ESPN public summary API,82
M037,BEL,Romelu Lukaku,bench,9,SUB,0,66,,,false,false,ESPN public summary API,82
M037,BEL,Senne Lammens,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Ahmed Fatouh,starter,13,LB,3,0,88,,false,false,ESPN public summary API,82
M037,EGY,Emam Ashour,starter,8,AM-L,11,0,71,,false,false,ESPN public summary API,82
M037,EGY,Hamdy Fathy,starter,14,CD-L,6,0,88,,false,false,ESPN public summary API,82
M037,EGY,Marawan Attia,starter,19,RM,8,0,,,false,false,ESPN public summary API,82
M037,EGY,Mohamed Hany,starter,3,RB,2,0,,,false,false,ESPN public summary API,82
M037,EGY,Mohamed Salah,starter,10,AM,10,0,76,,false,false,ESPN public summary API,82
M037,EGY,Mohanad Lashin,starter,17,LM,4,0,,,false,false,ESPN public summary API,82
M037,EGY,Mostafa Shoubir,starter,23,G,1,0,,,false,false,ESPN public summary API,82
M037,EGY,Mostafa Zico,starter,11,AM-R,7,0,76,,false,false,ESPN public summary API,82
M037,EGY,Omar Marmoush,starter,22,F,9,0,,,false,false,ESPN public summary API,82
M037,EGY,Yasser Ibrahim,starter,2,CD-R,5,0,,,false,false,ESPN public summary API,82
M037,EGY,Haissem Hassan,unused,12,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Hamza Abdelkarim,bench,9,SUB,0,76,,,false,false,ESPN public summary API,82
M037,EGY,Hossam Abdelmaguid,unused,4,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Ibrahim Adel,bench,20,SUB,0,88,,,false,false,ESPN public summary API,82
M037,EGY,Karim Hafez,bench,15,SUB,0,88,,,false,false,ESPN public summary API,82
M037,EGY,Mahdy Soliman,unused,16,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Mahmoud Saber,unused,21,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Mohamed Abdelmoneim,unused,6,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Mohamed Alaa,unused,26,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Mohamed El Shenawy,unused,1,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Nabil Donga,unused,18,SUB,0,,,,false,false,ESPN public summary API,82
M037,EGY,Ramy Rabia,bench,5,SUB,0,71,,,false,false,ESPN public summary API,82
M037,EGY,Tarek Alaa,unused,24,SUB,0,,,,false,false,ESPN public summary API,82
